Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Morocco,Rabat,Banque Populaire (Gare Rabat Ville),Not available,"2587+Gp2, Rue Baghdad, Rabat",not available,Manon Imane Villeneuve,5,NAN,2024-06-06,0,https://www.google.com/maps/contrib/102021365923073677686/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Rabat,Attijariwafa Bank,05377-21181,"25C6+Qvc, Rabat",not available,مصطفه مواج,2,NAN,2015-06-30,0,https://www.google.com/maps/contrib/109154044717241526190/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Rabat,Société Générale Bab El Had,05224-24242,"Angle Avenue Hassan Ii Rue Tchad Hassan, Rabat 10060",sgmaroc.com,Houda Bakhtaoui,1,NAN,2020-06-28,0,https://www.google.com/maps/contrib/108572451759413146293/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Rabat,Bmci,05372-18795,"Rabat Mamounia, Rabat 10000",bmci.ma,Abderrahim Br,4,NAN,2023-10-31,0,https://www.google.com/maps/contrib/117205902989411685228/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Rabat,Société Générale Rabat Michlifen,05224-24242,"Angle Rue Michlifen Et Rue Jbel Al Ayachi, Rabat 10030",sgmaroc.com,Helen T,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/115049495771166316854/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Rabat,Bank Of Africa,05375-69691,"X45J+2C9, Av. Annakhil, Rabat",bmcedirect.ma,Firdaws Bachiri,4,NAN,2016-06-29,0,https://www.google.com/maps/contrib/107176587618150152763/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Attijariwafa Bank,Not available,"Cqvc+Gv4, N13, Azrou",not available,Oussama Nazih,4,NAN,2016-06-29,0,https://www.google.com/maps/contrib/106007959662260472684/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Umnia Bank Azrou,05226-46264,"5, N° 611, Ahaddaf, Lotissement Al Arz, Azrou 53100",umniabank.ma,Yves Louvet-Lefeuvre,5,"Venus pour une opération de change, nous avons eu un grand plaisir à nous entretenir avec le Directeur de l’agence, un homme vraiment charmant. Nous garderons le meilleur souvenir de notre accueil dans cet établissement très agréable et très professionnel.",2024-03-29,0,https://www.google.com/maps/contrib/113548184031975582955/reviews?hl=fr,Nous vous remercions pour votre avis et au plaisir de vous accompagner,2024-05-28,Accueil,Positive,"['charmant', 'agrable', 'professionnel']"
Morocco,Azrou,Umnia Bank Azrou,05226-46264,"5, N° 611, Ahaddaf, Lotissement Al Arz, Azrou 53100",umniabank.ma,Yves Louvet-Lefeuvre,5,"Venus pour une opération de change, nous avons eu un grand plaisir à nous entretenir avec le Directeur de l’agence, un homme vraiment charmant. Nous garderons le meilleur souvenir de notre accueil dans cet établissement très agréable et très professionnel.",2024-03-29,0,https://www.google.com/maps/contrib/113548184031975582955/reviews?hl=fr,Nous vous remercions pour votre avis et au plaisir de vous accompagner,2024-05-28,Service,Positive,"['agrable', 'professionnel']"
Morocco,Azrou,Umnia Bank Azrou,05226-46264,"5, N° 611, Ahaddaf, Lotissement Al Arz, Azrou 53100",umniabank.ma,Yves Louvet-Lefeuvre,5,"Venus pour une opération de change, nous avons eu un grand plaisir à nous entretenir avec le Directeur de l’agence, un homme vraiment charmant. Nous garderons le meilleur souvenir de notre accueil dans cet établissement très agréable et très professionnel.",2024-03-29,0,https://www.google.com/maps/contrib/113548184031975582955/reviews?hl=fr,Nous vous remercions pour votre avis et au plaisir de vous accompagner,2024-05-28,Accueil,Positive,"['agréable', 'professionnel']"
Morocco,Azrou,Umnia Bank Azrou,05226-46264,"5, N° 611, Ahaddaf, Lotissement Al Arz, Azrou 53100",umniabank.ma,Yves Louvet-Lefeuvre,5,"Venus pour une opération de change, nous avons eu un grand plaisir à nous entretenir avec le Directeur de l’agence, un homme vraiment charmant. Nous garderons le meilleur souvenir de notre accueil dans cet établissement très agréable et très professionnel.",2024-03-29,0,https://www.google.com/maps/contrib/113548184031975582955/reviews?hl=fr,Nous vous remercions pour votre avis et au plaisir de vous accompagner,2024-05-28,Direction de l'agence,Positive,['charmant']
Morocco,Azrou,Crédit Agricole,Not available,"Cqqg+V67, P21, Azrou 53100",not available,Oussama Nazih,2,NAN,2016-06-29,0,https://www.google.com/maps/contrib/106007959662260472684/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Azrou,Bmci Bank,Not available,"Cqvf+24J, N13, Azrou",not available,Oussama Nazih,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/106007959662260472684/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Azrou,Société Générale,05355-68012,"Cqrf+Gmp, Rue 19, Azrou",not available,Oussama Nazih,4,NAN,2016-06-29,0,https://www.google.com/maps/contrib/106007959662260472684/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Cih Bank,05355-68000,"Ahdaf Route De Meknes، Bd Hassan Ii, Azrou 53100",cihbank.ma,Samir Isht,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/104701159877193679844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Bank Of Africa,Not available,"Cqph+8Rj, N13, Azrou 53100",not available,Anas El Asraoui,4,NAN,2022-06-28,0,https://www.google.com/maps/contrib/111645616614013153649/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Banque Populaire,Not available,"Cqpj+75R, N13, Azrou",not available,Oussama Nazih,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/106007959662260472684/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Azrou,Crédit Du Maroc,Not available,"Cqrg+24V, N13, Azrou",not available,Younes Bout,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/100763683021113343121/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Azrou,Fondation Ardi Pour Le Micro Credit - Antenne Azrou,05355-64749,"Av Hassan Ii, 161,163, Azrou",not available,Miharb Inmuom,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/103252704724313323629/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Azrou,Fondation Ardi Pour Le Micro Credit - Antenne Azrou,05355-64749,"Av Hassan Ii, 161,163, Azrou",not available,Miharb Inmuom,2,NAN,2019-06-29,0,https://www.google.com/maps/contrib/103252704724313323629/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Azrou,الشعبي كاش بن دحمان Chaabi Cash Azrou,0633-321124,"امام البنك التجاري احداف, Azrou",not available,Wadia Bendahmane,4,NAN,2024-05-30,0,https://www.google.com/maps/contrib/113796296633816232892/reviews?hl=fr,Excellente prestation 10/10,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Trésorerie Générale Du Royaume,Not available,"Cqpj+Gmr, Azrou",not available,Abdelmoughit Laissaoui,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/114776640819547543669/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Azrou,Trésorerie Générale Du Royaume,Not available,"Cqpj+Gmr, Azrou",not available,Abdelmoughit Laissaoui,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/114776640819547543669/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,El Jadida,Banque Populaire,05233-54120,"77, Quartier Essalam, El Jadida 24000",gbp.ma,Mariam Khadim,3,NAN,2021-06-28,0,https://www.google.com/maps/contrib/108847077468626263428/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,El Jadida,Crédit Du Maroc,Not available,N° 777,not available,Kamal Mohamed,1,"Mauvais comportement de l'agent.  Manque de respect
Comportement non professionnel",2021-06-28,3,https://www.google.com/maps/contrib/101051073910216857313/reviews?hl=fr,,0000-00-00,Mauvais comportement de l'agent.,Negative,"['Manque de respect', 'Comportement non professionnel']"
Morocco,El Jadida,Crédit Du Maroc,Not available,N° 777,not available,Kamal Mohamed,1,"Mauvais comportement de l'agent.  Manque de respect
Comportement non professionnel",2021-06-28,3,https://www.google.com/maps/contrib/101051073910216857313/reviews?hl=fr,,0000-00-00,Mauvais comportement de l'agent,Negative,"['Manque de respect', 'Comportement non professionnel']"
Morocco,El Jadida,Attijariwafa Bank,Not available,"7F2W+Xxf, R301, El Jadida",not available,Ben Rachid,2,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116840885929353155648/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,El Jadida,Centre D'Affaire Banque Populaire,05233-79390,"6Fmw+Vq3, Av. Ben Badis, El Jadida",gbp.ma,Brahim Id Hsaine,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/112272531308320373260/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,El Jadida,Bank Of Africa,Not available,"26 Rue Jules Verne, El Jadida 24000",not available,Mounir Aloualiti,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/101685031456974304532/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,El Jadida,Bmci,05233-51515,"Angle Avenue Des Far, Av. Mohamed V, El Jadida 24000",bmci.ma,Ahmed Lahrach,5,NAN,2016-06-29,0,https://www.google.com/maps/contrib/114708684142358839463/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,El Jadida,Société Générale Bank,Not available,"24000, El Jadida 24000",not available,Noura Elyousfi,5,"Personel compétant ,service à la hauteur de mes attentes ,j suis très satisfaite ,merci",2024-05-28,0,https://www.google.com/maps/contrib/117628738523799224399/reviews?hl=fr,,0000-00-00,Personnel compétant,Positive,['compétent']
Morocco,El Jadida,Société Générale Bank,Not available,"24000, El Jadida 24000",not available,Noura Elyousfi,5,"Personel compétant ,service à la hauteur de mes attentes ,j suis très satisfaite ,merci",2024-05-28,0,https://www.google.com/maps/contrib/117628738523799224399/reviews?hl=fr,,0000-00-00,Service à la hauteur de mes attentes,Positive,"['à la hauteur', 'mes attentes']"
Morocco,El Jadida,Société Générale Bank,Not available,"24000, El Jadida 24000",not available,Noura Elyousfi,5,"Personel compétant ,service à la hauteur de mes attentes ,j suis très satisfaite ,merci",2024-05-28,0,https://www.google.com/maps/contrib/117628738523799224399/reviews?hl=fr,,0000-00-00,Je suis très satisfaite,Positive,['très satisfaite']
Morocco,El Jadida,Société Générale Bank,Not available,"24000, El Jadida 24000",not available,Noura Elyousfi,5,"Personel compétant ,service à la hauteur de mes attentes ,j suis très satisfaite ,merci",2024-05-28,0,https://www.google.com/maps/contrib/117628738523799224399/reviews?hl=fr,,0000-00-00,Merci,Positive,['merci']
Morocco,El Jadida,Crédit Agricoleالقرض الفلاحي,Not available,"7F2W+Vfq, Av. Hassan Ii, El Jadida",creditagricole.ma,Fatemzahra Abounouara,1,NAN,2023-11-30,0,https://www.google.com/maps/contrib/107022822562746416181/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,El Jadida,El Jadida Cash,05233-55485,"7F3W+6Mq, Av. Mohamed V, El Jadida",not available,Amine Sidir,1,NAN,2020-06-28,0,https://www.google.com/maps/contrib/113472280193914461918/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Taourirt,Crédit Du Maroc,05366-98546,"Rue Moulay Abdellah, Taourirt 20000",not available,Mo Lm,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/112622164676748632993/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Taourirt,Cih Bank Agence Taourirt,05366-78167,"Bd Almaghreb Alarabi, Taourirt 60800",cihbank.ma,Houssam Amahzoune,1,NAN,2019-06-29,0,https://www.google.com/maps/contrib/113857137646502395528/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Taourirt,Wafa Banque,Not available,"C424+Cjj, Taourirt",not available,Mihit Mostafa1,5,Attijariwafa banque,2018-06-29,0,https://www.google.com/maps/contrib/104467500371091603254/reviews?hl=fr,,0000-00-00,Service de paiement,Positive,"['rapide', 'fiable']"
Morocco,Taourirt,Wafa Banque,Not available,"C424+Cjj, Taourirt",not available,Mihit Mostafa1,5,Attijariwafa banque,2018-06-29,0,https://www.google.com/maps/contrib/104467500371091603254/reviews?hl=fr,,0000-00-00,Banque en ligne,Positive,"['facile à utiliser', 'pratique']"
Morocco,Taourirt,Wafa Banque,Not available,"C424+Cjj, Taourirt",not available,Mihit Mostafa1,5,Attijariwafa banque,2018-06-29,0,https://www.google.com/maps/contrib/104467500371091603254/reviews?hl=fr,,0000-00-00,Service client,Negative,"['lent', 'distrait']"
Morocco,Taourirt,Wafa Banque,Not available,"C424+Cjj, Taourirt",not available,Mihit Mostafa1,5,Attijariwafa banque,2018-06-29,0,https://www.google.com/maps/contrib/104467500371091603254/reviews?hl=fr,,0000-00-00,Ouverture de compte,Neutral,[]
Morocco,Taourirt,Wafa Banque,Not available,"C424+Cjj, Taourirt",not available,Mihit Mostafa1,5,Attijariwafa banque,2018-06-29,0,https://www.google.com/maps/contrib/104467500371091603254/reviews?hl=fr,,0000-00-00,Recommandation,Neutre,[]
Morocco,Taourirt,Société Générale Taourirt,05366-78135,"Bd My Abdellah Hay El Jadid, Taourirt 65800",sgmaroc.com,Zakariyae Key,2,NAN,2018-06-29,0,https://www.google.com/maps/contrib/113966350079897323453/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Taourirt,Société Générale Taourirt,05366-78135,"Bd My Abdellah Hay El Jadid, Taourirt 65800",sgmaroc.com,Zakariyae Key,2,NAN,2018-06-29,0,https://www.google.com/maps/contrib/113966350079897323453/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Taourirt,Banque Populaire,Not available,"C464+J8H, N19, Taourirt",not available,Omar Maro,5,Merci à la conseillère très compétente 🙏🙏🙏 …,2023-06-28,1,https://www.google.com/maps/contrib/105490488063943184465/reviews?hl=fr,,0000-00-00,Conseillère,Positive,"['très compétente', 'bien formée']"
Morocco,Taourirt,Tgr - Perception De Taourirt,Not available,"C473+Hg3, N6, Taourirt",not available,Rachid Benatmane,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/101082036196278132358/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Taourirt,Banque Chaebi,Not available,"C464+J93, N19, Taourirt",not available,Laakoubi Soufian,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/103778942141337523821/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Taourirt,Bmce,Not available,"C474+9Jw, Taourirt",not available,Mohammed Boussakuk,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/102147929362651729011/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Taourirt,Bmce Bank,Not available,"C435+Hf8, Taourirt",not available,Akil Rai,5,NAN,2014-06-30,0,https://www.google.com/maps/contrib/107466326348775351387/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Taourirt,Crédit Agricole,Not available,"C464+F85, Taourirt",not available,Mohammed El Khobri,1,NAN,2021-06-28,0,https://www.google.com/maps/contrib/112229838239160178031/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Tiflet,Banque Populaire,Not available,"Vmvh+86M, Tiflet",not available,Boubbo Amal,5,NAN,2023-09-01,0,https://www.google.com/maps/contrib/116312649843078326770/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Tiflet,Crédit Du Maroc مصرف المغرب,Not available,"Vmvp+5C7, Tiflet",not available,Tarik Abayad,1,"Un vrai désastre !
12H00 ! Personne à la caisse : partie Déjeuner!
13H00 ! Personne à la caisse : partie Déjeuner! …",2024-05-28,1,https://www.google.com/maps/contrib/115124699919952144303/reviews?hl=fr,,0000-00-00,ouverture de compte,Negative,"['12H00', '13H00']"
Morocco,Tiflet,Damane Cash Tiflet,Not available,"Vmvm+8Vh, Tiflet",not available,Karim Toumi,5,Excellent,2023-11-30,0,https://www.google.com/maps/contrib/104394589888605595185/reviews?hl=fr,,0000-00-00,Excellent service,Positive,"['helpful', 'kind']"
Morocco,Tiflet,Damane Cash Tiflet,Not available,"Vmvm+8Vh, Tiflet",not available,Karim Toumi,5,Excellent,2023-11-30,0,https://www.google.com/maps/contrib/104394589888605595185/reviews?hl=fr,,0000-00-00,Nice staff,Positive,"['friendly', 'welcoming']"
Morocco,Tiflet,Damane Cash Tiflet,Not available,"Vmvm+8Vh, Tiflet",not available,Karim Toumi,5,Excellent,2023-11-30,0,https://www.google.com/maps/contrib/104394589888605595185/reviews?hl=fr,,0000-00-00,Good selection,Neutre,[]
Morocco,Tiflet,Damane Cash Tiflet,Not available,"Vmvm+8Vh, Tiflet",not available,Karim Toumi,5,Excellent,2023-11-30,0,https://www.google.com/maps/contrib/104394589888605595185/reviews?hl=fr,,0000-00-00,Expensive prices,Negative,"['high', 'unaffordable']"
Morocco,Tiflet,Attijariwafa Bank,Not available,"Vmvh+946, Tiflet",not available,Said Said,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/103979846973464561860/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Tiflet,Société Générale Bank,Not available,"Vmvq+695, Tiflet",not available,Soufiyan Saaoudi,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/105213406220419291002/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Société Générale Bank,Not available,"Vmvq+695, Tiflet",not available,Soufiyan Saaoudi,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/105213406220419291002/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Société Générale Bank,Not available,"Vmvq+695, Tiflet",not available,Soufiyan Saaoudi,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/105213406220419291002/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Cash Plus,05375-10655,"N° 74, Tiflet",cashplus.ma,Younes L,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/109717869977406069682/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Tiflet,Damane Cash Tiflet ضمان كاش تيفلت,0661-393853,"Nr 825, Hay Rachad Avenue Ennacer, Tiflet 14500",not available,Nojomcash,5,NAN,2024-05-28,0,https://www.google.com/maps/contrib/100510177969648975401/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Tiflet,Cih Bank,05375-19250,"Boulevard Mohammed V, Massira Al Khadra, Tiflet 15400",cihbank.ma,ام احمد سلطان Om Ahmed Soltan,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/104622134268141283050/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Cih Bank,05375-19250,"Boulevard Mohammed V, Massira Al Khadra, Tiflet 15400",cihbank.ma,ام احمد سلطان Om Ahmed Soltan,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/104622134268141283050/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Cih Bank,05375-19250,"Boulevard Mohammed V, Massira Al Khadra, Tiflet 15400",cihbank.ma,ام احمد سلطان Om Ahmed Soltan,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/104622134268141283050/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Tiflet,Cih Bank,05375-19250,"Boulevard Mohammed V, Massira Al Khadra, Tiflet 15400",cihbank.ma,ام احمد سلطان Om Ahmed Soltan,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/104622134268141283050/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Lagouira,Crédit Agricole,Not available,"9Rhg+9Q4، Avenue 6 April, Sidi Ifni",not available,Lahoucine Amgour (José),5,"Mon expérience à l'agence bancaire a été exceptionnellement positive. Le professionnalisme et l'efficacité du personnel, combinés à leur hospitalité chaleureuse, ont rendu mon séjour agréable et agréable.",2023-10-31,0,https://www.google.com/maps/contrib/117005435391704745988/reviews?hl=fr,,0000-00-00,Expérience,Positive,"['Exceptionnellement', 'positive']"
Morocco,Lagouira,Crédit Agricole,Not available,"9Rhg+9Q4، Avenue 6 April, Sidi Ifni",not available,Lahoucine Amgour (José),5,"Mon expérience à l'agence bancaire a été exceptionnellement positive. Le professionnalisme et l'efficacité du personnel, combinés à leur hospitalité chaleureuse, ont rendu mon séjour agréable et agréable.",2023-10-31,0,https://www.google.com/maps/contrib/117005435391704745988/reviews?hl=fr,,0000-00-00,Professionnalisme,Positive,"['du personnel', 'efficace', 'hospitalité']"
Morocco,Lagouira,Crédit Agricole,Not available,"9Rhg+9Q4، Avenue 6 April, Sidi Ifni",not available,Lahoucine Amgour (José),5,"Mon expérience à l'agence bancaire a été exceptionnellement positive. Le professionnalisme et l'efficacité du personnel, combinés à leur hospitalité chaleureuse, ont rendu mon séjour agréable et agréable.",2023-10-31,0,https://www.google.com/maps/contrib/117005435391704745988/reviews?hl=fr,,0000-00-00,Séjour,Positive,"['agrable', 'agrable']"
Morocco,Lagouira,Chaabi Cash,+212 5288-66398,Khmiss De Tioughza,not available,Hassan Idoubihi,5,NAN,2016-06-29,0,https://www.google.com/maps/contrib/104998508909595083251/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Attijariwafa Bank,Not available,"9Rhg+Vpm, Guelmim",not available,Houssine Idouhna,2,NAN,2014-06-30,0,https://www.google.com/maps/contrib/111453966831021823857/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Lagouira,Ifni Change,+212 5288-75443,"N°53 Avenue Hassan Ii, Sidi Ifni 85200",not available,Bougraine Ali,5,NAN,2023-06-28,0,https://www.google.com/maps/contrib/105871028759906189744/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Banque Populaire,+212 5288-75375,"9Rhg+Hfx, Av. Mohamed V, Sidi Ifni",gbp.ma,Houssine Idouhna,4,NAN,2014-06-30,0,https://www.google.com/maps/contrib/111453966831021823857/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Société Générale Rabat Moulay Youssef Rabat,05224-24242,"3 Av. Moulay Youssef, Rabat 10030",sgmaroc.com,Nadij Mohamed,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/115225269017537951577/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Bmce,05287-84000,"9Rhg+Mj2, Av. Mohamed V, Sidi Ifni",not available,Hicham Harrandou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/102063064394875503224/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Bmce,05287-84000,"9Rhg+Mj2, Av. Mohamed V, Sidi Ifni",not available,Hicham Harrandou,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/102063064394875503224/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Attawfiq Micro-Finance,Not available,"9Rhg+Cqc, Sidi Ifni",not available,براهيم ابن احمد,3,Ils ont des employés formidables que j'aime,2021-06-28,0,https://www.google.com/maps/contrib/117228163388035616061/reviews?hl=fr,,0000-00-00,Ils ont des employés formidables que j'aime,Positive,"['formidables', ""j'aime""]"
Morocco,Lagouira,Al Barid Bank,Not available,"9Rhg+8Cq, Av. Mly Ismail, Sidi Ifni",not available,Boy Byeo,2,NAN,2017-06-29,0,https://www.google.com/maps/contrib/105849743680503972056/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Lagouira,Poste Maroc,Not available,"7V8Q+42G, Arbâa Mesti",not available,Younes Sbai Idrissi,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/101843593928855422966/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,كاش بلوس Cach Plus,0661-601817,"9Rgh+Vj, Sidi Ifni",not available,Simo Raissi,5,NAN,2024-03-29,0,https://www.google.com/maps/contrib/118334189690099395195/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Lagouira,Trésorie Générale Du Royaume - Agence Bancaire Hay Riad,05375-78802,"X43G+Qhx, Rabat",not available,Mouh Ben,1,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115735225975507209695/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Lagouira,Trésorie Générale Du Royaume - Agence Bancaire Hay Riad,05375-78802,"X43G+Qhx, Rabat",not available,Mouh Ben,1,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115735225975507209695/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Lagouira,Trésorie Générale Du Royaume - Agence Bancaire Hay Riad,05375-78802,"X43G+Qhx, Rabat",not available,Mouh Ben,1,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115735225975507209695/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Sidi Bennour,Société Générale Bank,05233-68030,"Angle Avenue Hassan Ii Avenue Des Far, Sidi Bennour 24350",sgmaroc.com,Omar Vlogss,3,NAN,2023-06-28,0,https://www.google.com/maps/contrib/102519771684211108616/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Sidi Bennour,Crédit Du Maroc,05233-49419,"Avenue Des Far, Sidi Bennour 20000",not available,Mostafa Momane,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/118418462576244060705/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Sidi Bennour,Crédit Du Maroc,05233-49419,"Avenue Des Far, Sidi Bennour 20000",not available,Mostafa Momane,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/118418462576244060705/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Morocco,Sidi Bennour,Banquesgmb,05224-38888,"Mh2G+634, Sidi Bennour",not available,Asmaa,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/114899400237347366417/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Morocco,Sidi Bennour,Banque Populaire,Not available,"Mh2G+792, Sidi Bennour",gbp.ma,Juice Wrld,1,NAN,2024-02-28,0,https://www.google.com/maps/contrib/104397352046333655836/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Morocco,Sidi Bennour,Bmci Bank,Not available,"Des F.A.R, Rue De Sidi Bennour, Casablanca",not available,Konta Kenti,1,"Le gérant de cette agence est incompétent et n'a rien à voir avec l'étiquette de communication et de bonne relation avec le client. Il fait preuve d'une étrange froideur, fronce les sourcils et est paresseux dans le suivi des dossiers en …",2023-06-28,0,https://www.google.com/maps/contrib/102508342578011758220/reviews?hl=fr,,0000-00-00,Gérant,Negative,"['incompétent', 'paresseux']"
Morocco,Sidi Bennour,Bmci Bank,Not available,"Des F.A.R, Rue De Sidi Bennour, Casablanca",not available,Konta Kenti,1,"Le gérant de cette agence est incompétent et n'a rien à voir avec l'étiquette de communication et de bonne relation avec le client. Il fait preuve d'une étrange froideur, fronce les sourcils et est paresseux dans le suivi des dossiers en …",2023-06-28,0,https://www.google.com/maps/contrib/102508342578011758220/reviews?hl=fr,,0000-00-00,Communication,Negative,"['froideur', 'fronce les sourcils']"
